DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.46.35, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.877246ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_58, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_57, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.215538ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_59, GetCachedData, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_57, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=37.855492ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_60, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__4DD1B175D9BB84DE1C381240C7E09879ED53FCC8, StartTime=2015.10.15-06.46.57, HierarchicalDDC, Retrieved=false, Duration=0.203460ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_61, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_60, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.187464ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_62, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf81B5889B__85CE4323943C448A406A533EB269B350FD6BCDC2, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=500646 bytes, Retrieved=true, Duration=100.251762ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_63, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_62, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.190180ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_64, GetCachedData, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_62, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=99.714432ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_65, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__438420B772FBAF55C1FC02D8D7F3BCA4EAD4D4BE, StartTime=2015.10.15-06.46.57, HierarchicalDDC, Retrieved=false, Duration=10.698385ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_66, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_65, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=10.675743ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_67, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DC__C235E05409BAEDCAD6E66305E6E070759344EE91, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=67989 bytes, Retrieved=true, Duration=0.447676ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_68, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DD2665D4241D3F9F7C1BF8F4380F21__EDB432833A407B713943E4B300EFBDC039AE83ED, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=26404 bytes, Retrieved=true, Duration=34.444927ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_69, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0DD2665D4241D3F9F__64D46849A666249511B2127F236718710A5B9E8F, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=42.174095ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_70, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB147544E__DB8E3DDB0453FE832836941F53C584AC269937C5, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=43661 bytes, Retrieved=true, Duration=105.701172ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_71, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_70, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=22.764553ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_72, GetCachedData, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_70, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=82.870514ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_73, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB147544E__DA7D7D633AAD4EE76CB589B7C488CE47D27BAA9E, StartTime=2015.10.15-06.46.57, HierarchicalDDC, Retrieved=false, Duration=14.664091ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_74, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_73, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=14.646583ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_75, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF2E002B8__F4E4D910E4092255096B01DF5B8D67BD06FD39F9, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=554825 bytes, Retrieved=true, Duration=171.525818ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_76, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_75, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=7.022776ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_77, GetCachedData, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_75, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=164.106979ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_78, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF2E002B8__0E9AD7EB66672067D00DF27F9E7FFFC6972C4F23, StartTime=2015.10.15-06.46.57, HierarchicalDDC, Retrieved=false, Duration=45.258026ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_79, CachedDataProbablyExists, Parent=DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_78, StartTime=2015.10.15-06.46.57, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=45.235081ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_80, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF7646F94__D22357BBB7B49D90EC60E0CA4484C976F5895915, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=673347 bytes, Retrieved=true, Duration=18.327021ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_81, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF7646F94__B0AC292A11D430F8864104AD7C93C08089AC2CCF, StartTime=2015.10.15-06.46.57, HierarchicalDDC, DataSize=651563 bytes, Retrieved=true, Duration=311.156616ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_82, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7AF1927__CB7676F74D3BAF3413318DB219B8CDD1AAEF49A8, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=43826 bytes, Retrieved=true, Duration=302.901306ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_83, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7AF1927__4C617B9C44FDAA9566A65195CE7AF1E90D521446, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=37561 bytes, Retrieved=true, Duration=16.074442ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_84, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB6949D1__CD8DE967D453C48C863D1494D2631B104E05ACD1, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=3027285 bytes, Retrieved=true, Duration=48.516445ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_85, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB6949D1__4F269D219BF0CFCA8DC1AEEE06A1CD64F4E38116, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=2385141 bytes, Retrieved=true, Duration=85.934822ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_86, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0050C5B1__70EACC151D2E158B78B7C8FF0C1048DB3095EFD3, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=656032 bytes, Retrieved=true, Duration=24.437536ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_87, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0050C5B1__FEA74C048D61EF1033062341CD2E4A36B630DDFC, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=624061 bytes, Retrieved=true, Duration=56.825500ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_88, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0C797E18__1CB6047115DA6950709C50E2B2CFF7CC965E3DAB, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=3092045 bytes, Retrieved=true, Duration=32.755047ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_89, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0C797E18__F82403ED6E94994A4435D575B4873C09479AFA8A, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=2435363 bytes, Retrieved=true, Duration=14.714808ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_90, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD13C5DDB__7771C1980763447755C54473AEA252BBA29DBD79, StartTime=2015.10.15-06.46.58, HierarchicalDDC, DataSize=3046445 bytes, Retrieved=true, Duration=102.665543ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_91, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD13C5DDB__1DE29769CE67C5591DF4F35975F42952B1D1EE52, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=2400167 bytes, Retrieved=true, Duration=27.783195ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_92, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2DF00985__DD41E931BCDA9553F74C572A0A9AD689F5C7BD07, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=641612 bytes, Retrieved=true, Duration=1.625288ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_93, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2DF00985__D7103312030DD208C03A02A584A52BC78D63EBA9, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=620193 bytes, Retrieved=true, Duration=6.914705ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_94, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf06C18A7F__9A41D7493A06458383B92364E1234A07E98D2775, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=225753 bytes, Retrieved=true, Duration=0.860035ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_95, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf06C18A7F__1BD607E7DC9ECEFB4D53A07C3F399426300E09AD, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=155412 bytes, Retrieved=true, Duration=6.944589ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_96, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9E7836E2__35CCA720A04E73BC731D1280C151B30F6D0C8D76, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=48926 bytes, Retrieved=true, Duration=6.116856ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_97, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9E7836E2__B749645444E7DD321434E68ED03E6587079F4062, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=36938 bytes, Retrieved=true, Duration=9.223432ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_98, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE13ECC40__2A91D7A35AA68A1A830EB54AB199FFB01E97CBCF, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=48974 bytes, Retrieved=true, Duration=5.024374ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_99, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE13ECC40__3DF786C4886349CEACA877A2B83C63D2514E0349, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=36971 bytes, Retrieved=true, Duration=0.579596ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE99ECB0A__F146DC251B44B8BD62075C111F31C75E4876CD31, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=49082 bytes, Retrieved=true, Duration=0.303682ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE99ECB0A__9B584DC4BEADC9C01CCB02B14326DAEDD814EBCD, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=37072 bytes, Retrieved=true, Duration=0.187162ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_102, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf086D49E0__0ABC1336A96492B9D56D2EFABD84A722C597BB1A, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=49114 bytes, Retrieved=true, Duration=0.684645ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_103, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf086D49E0__37687248F5A955B83BACA1DE2DA2BF465705258E, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=37094 bytes, Retrieved=true, Duration=0.186257ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_104, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf07B1E502__964A910973D545EE3EF5570FE401A0C089C8C3B7, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=49050 bytes, Retrieved=true, Duration=0.192296ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_105, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf07B1E502__998DC5995509356BD4E1A791086D8394772FA912, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=37047 bytes, Retrieved=true, Duration=0.188671ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_106, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf32DBCB61__4B1E12FC111E18D53C0AB666F99E3B2BDD2EC80D, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=510700 bytes, Retrieved=true, Duration=1.734566ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_107, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf32DBCB61__4CAF0D9DA74BABEC29F6AEF27D447E14BB97A6C1, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=345638 bytes, Retrieved=true, Duration=1.193307ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_108, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA0E6DD7__53D1890F1D438D54D566AD28A2C2A2986582E79E, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=47425 bytes, Retrieved=true, Duration=0.228822ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_109, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA0E6DD7__8823ABDF7D49EB8F95B29A22C661F41898B59A75, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=40991 bytes, Retrieved=true, Duration=4.706804ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_110, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf87C16D7D__497F47DAE9019A217F9E2A67FEFE7B09DB070836, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=110589 bytes, Retrieved=true, Duration=6.139494ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_111, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf87C16D7D__6E1052FD5074D4D0EDBAFC8FF756F8F28617E10B, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=98868 bytes, Retrieved=true, Duration=11.905573ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_112, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA2C527D__83234B8121D831EFB1D3516B3BCE1A331C0F0345, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=43465 bytes, Retrieved=true, Duration=0.233952ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_113, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA2C527D__BF3B2DBDCE2069703FFFE7CC910E6B93844C7178, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=37211 bytes, Retrieved=true, Duration=6.295864ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_114, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7FC0318__3236D09E017B87C27037B0A0E5C5AEAC7D15FE71, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=140630 bytes, Retrieved=true, Duration=0.420209ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_115, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7FC0318__D70D4AAD4E02FD792955F57C5EA618A9683E3628, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=108920 bytes, Retrieved=true, Duration=0.351984ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_116, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufECFD7059__F096A2656663125C187970E918DA4BB75AA1A019, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=146475 bytes, Retrieved=true, Duration=0.592276ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_117, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufECFD7059__AE6A0A37DF47B1ACA288D5E2E81FE3391348CD8B, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=113139 bytes, Retrieved=true, Duration=0.290100ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_118, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf7DD52D4D__AD7BB15E265FBA66475E9C620B2AB1AE3ECC70A5, StartTime=2015.10.15-06.46.59, HierarchicalDDC, DataSize=92287 bytes, Retrieved=true, Duration=20.009659ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
