DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-07.05.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.822604ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_60, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__4DD1B175D9BB84DE1C381240C7E09879ED53FCC8, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=392436 bytes, Retrieved=true, Duration=48.333206ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_61, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_60, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.206482ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_62, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_60, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=47.830288ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_63, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf81B5889B__85CE4323943C448A406A533EB269B350FD6BCDC2, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=500646 bytes, Retrieved=true, Duration=1.230735ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_64, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_63, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.179917ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_65, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_63, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.658385ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_66, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf81B5889B__438420B772FBAF55C1FC02D8D7F3BCA4EAD4D4BE, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=376794 bytes, Retrieved=true, Duration=13.283323ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_67, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_66, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.153653ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_68, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_66, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=12.705236ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_69, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF2E002B8__F4E4D910E4092255096B01DF5B8D67BD06FD39F9, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=554825 bytes, Retrieved=true, Duration=0.981089ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_70, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_69, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.180520ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_71, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_69, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.438921ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_72, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF2E002B8__0E9AD7EB66672067D00DF27F9E7FFFC6972C4F23, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=410878 bytes, Retrieved=true, Duration=23.729038ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_73, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_72, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.136748ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_74, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_72, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=23.312151ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_75, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DC__C235E05409BAEDCAD6E66305E6E070759344EE91, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=67989 bytes, Retrieved=true, Duration=0.372209ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_76, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DD2665D4241D3F9F7C1BF8F4380F21__EDB432833A407B713943E4B300EFBDC039AE83ED, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=26404 bytes, Retrieved=true, Duration=0.227913ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_77, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0DD2665D4241D3F9F__64D46849A666249511B2127F236718710A5B9E8F, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.087541ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_78, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB147544E__DB8E3DDB0453FE832836941F53C584AC269937C5, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=43661 bytes, Retrieved=true, Duration=0.391833ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_79, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_78, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.150334ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_80, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_78, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.195615ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_81, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB147544E__DA7D7D633AAD4EE76CB589B7C488CE47D27BAA9E, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37417 bytes, Retrieved=true, Duration=10.347005ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_82, CachedDataProbablyExists, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_81, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.178710ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_83, GetCachedData, Parent=DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_81, StartTime=2015.10.15-07.05.48, FileDDCPath=C:/Users/Charles/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=10.117277ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_84, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF7646F94__D22357BBB7B49D90EC60E0CA4484C976F5895915, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=673347 bytes, Retrieved=true, Duration=1.675699ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_85, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF7646F94__B0AC292A11D430F8864104AD7C93C08089AC2CCF, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=651563 bytes, Retrieved=true, Duration=1.208700ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_86, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7AF1927__CB7676F74D3BAF3413318DB219B8CDD1AAEF49A8, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=43826 bytes, Retrieved=true, Duration=0.243310ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_87, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7AF1927__4C617B9C44FDAA9566A65195CE7AF1E90D521446, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37561 bytes, Retrieved=true, Duration=0.190482ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_88, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufEB6949D1__CD8DE967D453C48C863D1494D2631B104E05ACD1, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=3027285 bytes, Retrieved=true, Duration=6.389443ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_89, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufEB6949D1__4F269D219BF0CFCA8DC1AEEE06A1CD64F4E38116, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=2385141 bytes, Retrieved=true, Duration=5.709630ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_90, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0050C5B1__70EACC151D2E158B78B7C8FF0C1048DB3095EFD3, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=656032 bytes, Retrieved=true, Duration=1.432992ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_91, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0050C5B1__FEA74C048D61EF1033062341CD2E4A36B630DDFC, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=624061 bytes, Retrieved=true, Duration=1.115121ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_92, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0C797E18__1CB6047115DA6950709C50E2B2CFF7CC965E3DAB, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=3092045 bytes, Retrieved=true, Duration=6.947309ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_93, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0C797E18__F82403ED6E94994A4435D575B4873C09479AFA8A, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=2435363 bytes, Retrieved=true, Duration=5.571373ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_94, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD13C5DDB__7771C1980763447755C54473AEA252BBA29DBD79, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=3046445 bytes, Retrieved=true, Duration=6.369520ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_95, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD13C5DDB__1DE29769CE67C5591DF4F35975F42952B1D1EE52, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=2400167 bytes, Retrieved=true, Duration=5.173199ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_96, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2DF00985__DD41E931BCDA9553F74C572A0A9AD689F5C7BD07, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=641612 bytes, Retrieved=true, Duration=1.387108ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_97, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2DF00985__D7103312030DD208C03A02A584A52BC78D63EBA9, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=620193 bytes, Retrieved=true, Duration=1.242511ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_98, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf06C18A7F__9A41D7493A06458383B92364E1234A07E98D2775, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=225753 bytes, Retrieved=true, Duration=0.460055ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_99, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf06C18A7F__1BD607E7DC9ECEFB4D53A07C3F399426300E09AD, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=155412 bytes, Retrieved=true, Duration=0.382777ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_100, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9E7836E2__35CCA720A04E73BC731D1280C151B30F6D0C8D76, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=48926 bytes, Retrieved=true, Duration=0.211008ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_101, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9E7836E2__B749645444E7DD321434E68ED03E6587079F4062, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=36938 bytes, Retrieved=true, Duration=0.163011ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_102, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE13ECC40__2A91D7A35AA68A1A830EB54AB199FFB01E97CBCF, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=48974 bytes, Retrieved=true, Duration=0.270177ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_103, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE13ECC40__3DF786C4886349CEACA877A2B83C63D2514E0349, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=36971 bytes, Retrieved=true, Duration=0.204969ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_104, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE99ECB0A__F146DC251B44B8BD62075C111F31C75E4876CD31, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=49082 bytes, Retrieved=true, Duration=0.178710ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_105, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE99ECB0A__9B584DC4BEADC9C01CCB02B14326DAEDD814EBCD, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37072 bytes, Retrieved=true, Duration=0.171162ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_106, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf086D49E0__0ABC1336A96492B9D56D2EFABD84A722C597BB1A, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=49114 bytes, Retrieved=true, Duration=0.192296ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_107, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf086D49E0__37687248F5A955B83BACA1DE2DA2BF465705258E, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37094 bytes, Retrieved=true, Duration=0.149123ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_108, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf07B1E502__964A910973D545EE3EF5570FE401A0C089C8C3B7, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=49050 bytes, Retrieved=true, Duration=0.173278ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_109, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf07B1E502__998DC5995509356BD4E1A791086D8394772FA912, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37047 bytes, Retrieved=true, Duration=0.131316ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_110, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf32DBCB61__4B1E12FC111E18D53C0AB666F99E3B2BDD2EC80D, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=510700 bytes, Retrieved=true, Duration=1.077082ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_111, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf32DBCB61__4CAF0D9DA74BABEC29F6AEF27D447E14BB97A6C1, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=345638 bytes, Retrieved=true, Duration=0.641480ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_112, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA0E6DD7__53D1890F1D438D54D566AD28A2C2A2986582E79E, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=47425 bytes, Retrieved=true, Duration=0.258703ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_113, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA0E6DD7__8823ABDF7D49EB8F95B29A22C661F41898B59A75, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=40991 bytes, Retrieved=true, Duration=0.230633ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_114, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf87C16D7D__497F47DAE9019A217F9E2A67FEFE7B09DB070836, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=110589 bytes, Retrieved=true, Duration=0.767060ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_115, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf87C16D7D__6E1052FD5074D4D0EDBAFC8FF756F8F28617E10B, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=98868 bytes, Retrieved=true, Duration=0.357114ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_116, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBA2C527D__83234B8121D831EFB1D3516B3BCE1A331C0F0345, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=43465 bytes, Retrieved=true, Duration=0.220064ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_117, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBA2C527D__BF3B2DBDCE2069703FFFE7CC910E6B93844C7178, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=37211 bytes, Retrieved=true, Duration=0.203162ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_118, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9EC730F__9383AFCECA9510CA97776FFFEBD2A682A3B1DFBE, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=140178 bytes, Retrieved=true, Duration=0.466999ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_119, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC9EC730F__CA89FFD437650F1AA169925954EAEF095B2B6B1F, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=108480 bytes, Retrieved=true, Duration=0.286780ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_120, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_79__7313E9B33D0FD012946A146569666CB3FB76A230, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=1810281 bytes, Retrieved=true, Duration=8.499537ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_121, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_6E52BDA04AB03E3BE__51FF12FEFC73747A81560ED18F6C410A784C2D66, StartTime=2015.10.15-07.05.48, HierarchicalDDC, DataSize=1237 bytes, Retrieved=true, Duration=0.126485ms, RunGuid=RunIDB744BC844243D310B521048994977C89
